entity,catg,subcatg,TA_score,count
cedrus,Salud,Salud Pancreática,60.55897703549061,479
cefalea,Hogar,Coberturas y Responsabilidades,66.50410256410257,117
ceguera,Salud,Medicina Preventiva,65.8,1
celeridad,General,Normativas de Convivencia,41.784000000000006,10
celulitis (estética),Salud,Trastornos Endocrinos,67.145,22
cementerio,Economía,Seguros y Coberturas,63.8575,4
cemento,Hogar,Coberturas y Responsabilidades,69.56285714285714,7
cemento aluminoso,Hogar,Coberturas y Responsabilidades,48.1,1
central telefónica,Salud,Medicina Preventiva,49.093333333333334,6
centralita electrónica,Motor,Problemas Comunes en Vehículos,57.8,1
centrifugación,Economía,Seguros y Coberturas,33.53333333333333,3
centro comercial,Hogar,Reparaciones y Mantenimiento,57.73205882352941,34
centro de llamadas,Economía,Seguros y Coberturas,39.49,2
centro de salud,Salud,Salud Mental y Emocional,52.21410256410256,39
centésimo (fracción monetaria),Hogar,Coberturas y Responsabilidades,28.72,1
centímetro cúbico,Motor,Requisitos para Conducir sin Licencia,48.097,50
cepa,Salud,Salud Infantil,43.49,7
cepillo de dientes,Salud,Medicina Preventiva,59.112,5
cera,Motor,Problemas Comunes en Vehículos,56.44,4
cereal,Salud,Trastornos Endocrinos,65.47375,24
cerebro,Salud,Trastornos Endocrinos,66.28532051282052,312
cero,Motor,Problemas Comunes en Vehículos,72.7,1
cerradura,Hogar,Coberturas y Responsabilidades,69.68014705882354,68
cerrajería,Hogar,Coberturas y Responsabilidades,68.80394366197183,71
certificado de defunción,Economía,Consultas y Atención al Cliente,56.47105263157895,19
certificado de nacimiento,Economía,Seguros y Coberturas,58.693333333333335,3
cervidae,Economía,Seguros y Coberturas,43.84,1
cerámica,Hogar,Coberturas y Responsabilidades,61.23357142857143,14
cesación tabáquica,Salud,Medicina Preventiva,51.8675,8
cesárea,Economía,Seguros y Coberturas,51.24,9
ceuta,Motor,Normativas de Circulación y Licencias,60.791111111111114,9
cftr,Salud,Salud Infantil,90.0,2
chaleco reflectante,General,Normativas de Convivencia,54.18333333333334,3
chaleco salvavidas,Hogar,Coberturas y Responsabilidades,57.62,1
chalé,Hogar,Coberturas y Responsabilidades,64.34833333333333,12
chamaemelum nobile,Salud,Salud Respiratoria,59.255517241379316,29
chancla,Motor,Normativas de Circulación y Licencias,60.69,2
chapa,Motor,Problemas Comunes en Vehículos,48.0625,4
charles tellier,Economía,Seguros y Coberturas,46.44,1
chasis,Motor,Requisitos para Conducir sin Licencia,67.63362068965517,58
chasquido consonántico,Salud,Medicina Preventiva,52.81555555555556,9
chat,Economía,Consultas y Atención al Cliente,82.67999999999999,10
cheque,General,Seguros y Coberturas,71.14555555555555,9
chile en polvo,Salud,Salud Pancreática,69.39081419624216,479
chimenea,General,Accidentes y Responsabilidades,69.04222222222222,9
choque eléctrico,General,Accidentes y Responsabilidades,71.75,1
ciberacoso,General,Normativas de Convivencia,74.31142857142858,14
ciberataque,Economía,Seguros y Coberturas,84.25,1
cibernética,Economía,Seguros y Coberturas,60.84,1
cicatrización,Salud,Medicina Preventiva,47.75857142857143,14
cicer arietinum,Salud,Salud Digestiva,67.36466666666666,45
ciclo biológico de vida,Economía,Seguros y Coberturas,34.3,1
ciclo otto,Motor,Normativas de Circulación y Licencias,58.093333333333334,9
ciclo sexual femenino,Salud,Trastornos Endocrinos,79.645,30
ciclomotor,Motor,Robos y Vandalismo en Vehículos,71.28850877192983,114
ciclón,General,Accidentes y Responsabilidades,69.7,2
ciclón tropical,Economía,Riesgos y Responsabilidades,67.49199999999999,20
ciencia,Motor,Mantenimiento y Reemplazo de Embragues,44.98285714285714,7
ciencia económica,Economía,Consultas y Atención al Cliente,61.85,2
cierre centralizado,Hogar,Coberturas y Responsabilidades,62.60333333333333,3
cifra de negocios,Salud,Medicina Preventiva,40.815999999999995,5
cifrado (criptografía),Salud,Medicina Preventiva,55.153333333333336,6
cigarrillo,Hogar,Coberturas y Responsabilidades,59.24365853658537,41
cilindrada,Motor,Seguros para Motocicletas y Ciclomotores,53.20290909090909,110
cilindro (motor),Motor,Mantenimiento y Reemplazo de Embragues,57.78375,8
cimentación,Hogar,Coberturas y Responsabilidades,61.032000000000004,5
cinnamomum verum,Salud,Salud Pancreática,79.17371607515658,479
cinta transportadora,Salud,Medicina Preventiva,56.916250000000005,8
cinturón de seguridad,General,Normativas de Convivencia,81.90747126436781,87
circuito,Hogar,Electrodomésticos y Averías,51.06875,16
circuito cerrado de televisión,Economía,Seguros y Coberturas,67.7,1
circuito de refrigeración,Economía,Seguros y Coberturas,41.6,1
circuito integrado,Mascotas,Cuidado y Mantenimiento de la Piel,53.83,5
ciruela,Salud,Trastornos Endocrinos,56.35264705882353,306
cirugía,Salud,Medicina Preventiva,59.40240384615385,104
cirugía bariátrica,Economía,Seguros y Coberturas,87.3875,4
cirugía de cataratas,Salud,Medicina Preventiva,68.964375,16
cirugía estética,Salud,Medicina Preventiva,59.340714285714284,14
cirugía oral y maxilofacial,Economía,Salud y Bienestar,68.87,8
cirugía ortognática,Salud,Medicina Preventiva,74.3,1
cirugía plástica,Salud,Medicina Preventiva,57.10666666666666,6
cirugía refractiva,Salud,Medicina Preventiva,55.078125,16
cirujano,Salud,Medicina Preventiva,61.38166666666667,30
cisterna,Hogar,Coberturas y Responsabilidades,75.58,8
citología,Salud,Medicina Preventiva,42.105,8
citrullus lanatus,Salud,Medicina Preventiva,61.53,1
citrus,Economía,Seguros y Coberturas,68.525,2
citrus × limon,Salud,Trastornos Endocrinos,71.9886851628468,829
citrus × paradisi,Salud,Medicina Preventiva,62.693333333333335,3
ciudad autónoma,Motor,Normativas de Circulación y Licencias,55.72777777777778,9
ciudadano,Economía,Aspectos Legales y Normativos,56.60333333333333,18
civilización,Economía,Consultas y Atención al Cliente,52.58272727272727,11
cl@ve,Economía,Aspectos Legales y Normativos,48.1,1
clara de huevo,Economía,Seguros y Coberturas,62.525,2
clase media,Economía,Seguros y Coberturas,63.602500000000006,4
clases pasivas,Salud,Medicina Preventiva,43.72,1
clavícula,Motor,Normativas de Circulación y Licencias,40.3,1
cliente (economía),Economía,Consultas y Atención al Cliente,57.21208913649025,359
cliente (informática),Economía,Consultas y Atención al Cliente,58.04909090909091,11
clima,Motor,Robos y Vandalismo en Vehículos,60.67939393939394,33
climatizador,Motor,Problemas Comunes en Vehículos,82.36,4
climatología,Hogar,Reparaciones y Mantenimiento,60.05460317460317,63
cloro,Hogar,Coberturas y Responsabilidades,73.56,1
clorofila,Salud,Salud Digestiva,64.46288888888888,45
cloruro,Salud,Salud Infantil,60.44,2
clínica,Salud,Salud Mental y Emocional,54.279126213592235,103
coagulación,Salud,Medicina Preventiva,58.3,1
cobertura (finanzas),Economía,Seguros y Coberturas,59.854499999999994,20
cobre,Salud,Salud Digestiva,66.46171875,64
cocción,Salud,Salud Digestiva,69.3271186440678,59
coche fúnebre,Economía,Seguros y Coberturas,57.593333333333334,3
cocina (artefacto),Hogar,Electrodomésticos y Averías,57.59,2
cocina (habitación),General,Accidentes y Responsabilidades,65.74447837150127,393
cocina vitrocerámica,Hogar,Reparaciones y Mantenimiento,58.2792,25
cocinero,Hogar,Electrodomésticos y Averías,43.3,1
codeína,Motor,Gestión de Seguros Automovilísticos,83.1,1
coeficiente de resistencia,Motor,Problemas Comunes en Vehículos,83.25,1
coeficiente de seguridad,Economía,Seguros y Coberturas,51.88192307692308,26
cognición,Salud,Medicina Preventiva,58.27428571428572,7
cojinete,Motor,Mantenimiento y Reemplazo de Embragues,77.15539130434783,115
colchón,Economía,Préstamos y Financiación,53.56461538461539,39
colector,General,Accidentes y Responsabilidades,66.12,2
colegio profesional,Economía,Consultas y Atención al Cliente,56.21,8
coleoptera,Hogar,Coberturas y Responsabilidades,65.60000000000001,3
colesterol,Salud,Salud Digestiva,62.42411764705883,34
colirio,Salud,Medicina Preventiva,64.4,1
colofón (ciudad),Economía,Aspectos Legales y Normativos,38.2,2
colonia (alemania),Hogar,Coberturas y Responsabilidades,46.025,6
coloproctología,Economía,Seguros y Coberturas,51.135714285714286,7
color,Hogar,Coberturas y Responsabilidades,44.25,1
combustible,Economía,Impuestos y Deducciones,59.57958158995816,239
combustión,Motor,Mantenimiento y Reemplazo de Embragues,58.70357798165137,109
comedor,General,Conceptos Jurídicos Fundamentales,69.94666666666666,3
comercio,Economía,Seguros y Coberturas,58.79157894736842,19
comisaría,Motor,Trámites de Baja de Vehículos,43.37,2
comisión de reformas sociales,Economía,Seguros y Coberturas,63.98,3
comisión europea,Economía,Seguros y Coberturas,70.4,1
comisión nacional del mercado de valores,Economía,Seguros y Coberturas,58.47571428571429,21
comorbilidad,Economía,Seguros y Coberturas,61.785,4
compañía de seguros,Economía,Seguros y Coberturas,71.94257537688442,796
comportamiento,Salud,Medicina Preventiva,61.22,36
compresor (máquina),Motor,Problemas Comunes en Vehículos,51.485,2
comprimido,Salud,Trastornos Endocrinos,65.59909999999999,100
computación en la nube,Economía,Seguros y Coberturas,70.94,1
computadora,Hogar,Coberturas y Responsabilidades,58.0856,75
computadora de escritorio,General,Seguros y Coberturas,77.3625,4
computadora portátil,Economía,Riesgos y Responsabilidades,59.324814814814815,27
comunicación,Salud,Medicina Preventiva,60.33162162162162,37
comunicación escrita,Economía,Consultas y Atención al Cliente,58.175,22
comunicación inalámbrica,Economía,Seguros y Coberturas,46.16,1
comunidad autónoma,Economía,Impuestos y Deducciones,53.9579908675799,219
comunidad científica,Salud,Salud Infantil,43.51571428571429,7
comunidad de madrid,Hogar,Coberturas y Responsabilidades,55.126999999999995,10
comunidad de propietarios,General,Normativas de Convivencia,53.85125,24
concesionario de automóviles,Motor,Aspectos Legales de la Propiedad Vehicular,75.7,1
concesión,Economía,Cancelación y Baja de Seguros,61.158928571428575,28
conciencia (filosofía),Economía,Seguros y Coberturas,44.62,1
condado de valga,Motor,Trámites de Baja de Vehículos,33.3075,4
condensación (cambio de estado),Economía,Seguros y Coberturas,66.57857142857144,14
condensador (termodinámica),Hogar,Coberturas y Responsabilidades,37.28,1
condensador eléctrico,Economía,Seguros y Coberturas,46.65,3
condiciones normalizadas de presión y temperatura,Salud,Medicina Preventiva,55.0,1
condominio,Economía,Consultas y Atención al Cliente,74.425,4
conducción de calor,Motor,Mantenimiento y Reemplazo de Embragues,64.429375,16
confianza,Economía,Aspectos Legales y Normativos,59.83869565217391,23
confusión (psicología),Motor,Gestión de Seguros Automovilísticos,61.8,1
congelación de alimentos,Economía,Seguros y Coberturas,66.56,1
congelador,Economía,Seguros y Coberturas,54.38,1
congestión vehicular,Hogar,Coberturas y Responsabilidades,59.71625,8
congénito,Salud,Trastornos Endocrinos,54.393006535947706,306
conjuntivitis,Salud,Medicina Preventiva,47.05857142857143,14
conocimiento,Economía,Consultas y Atención al Cliente,57.62785714285714,14
consanguinidad,Economía,Seguros y Coberturas,54.12114285714286,35
consejo de administración,Economía,Seguros y Coberturas,64.2,1
consentimiento,Economía,Aspectos Legales y Normativos,50.376999999999995,10
conserje,Economía,Seguros y Coberturas,71.94,1
conservación de los alimentos,Economía,Seguros y Coberturas,57.53,1
conservante,Salud,Medicina Preventiva,67.51333333333334,3
consorcio,Economía,Préstamos y Financiación,59.17621118012423,161
consorcio de compensación de seguros,Noticias,Delitos y Vandalismo,57.37383620689655,232
constitución,General,Derechos de Propiedad,57.82533333333333,15
construcción,Hogar,Coberturas y Responsabilidades,55.18896551724138,58
consumidor,Economía,Cancelación y Baja de Seguros,61.27597014925373,134
consumo,Economía,Aspectos Legales y Normativos,62.568636363636365,22
contabilidad,Economía,Consultas y Atención al Cliente,71.672,15
contaminación,Economía,Impuestos y Deducciones,69.27819277108433,83
contaminación acústica,General,Normativas de Convivencia,70.85857142857142,14
contaminación atmosférica,Economía,Seguros y Coberturas,72.1457627118644,59
continente,Economía,Seguros y Coberturas,56.15346153846154,26
contraindicación,Salud,Medicina Preventiva,43.1,1
contrapunto,Motor,Normativas de Circulación y Licencias,56.74111111111111,9
contraseña,Economía,Consultas y Atención al Cliente,84.27636363636363,11
contrato,Economía,Riesgos y Responsabilidades,67.3773222979552,1027
contrato bilateral,Economía,Seguros y Coberturas,50.38,1
contrato de adhesión,Economía,Aspectos Legales y Normativos,57.510000000000005,4
contrato de arrendamiento,Economía,Seguros y Coberturas,66.60227642276423,369
contrato de compraventa,Economía,Aspectos Legales y Normativos,60.55627450980392,51
contrato de mutuo,Economía,Seguros y Coberturas,68.32000000000001,6
contrato de seguro,Economía,Riesgos y Responsabilidades,76.30668969849246,3184
control de alcoholemia,Motor,Aspectos Legales de la Propiedad Vehicular,84.41333333333334,3
contusión,Hogar,Coberturas y Responsabilidades,64.87,4
convalecencia,Hogar,Coberturas y Responsabilidades,47.034615384615385,13
convertidor de par,Motor,Mantenimiento y Reemplazo de Embragues,76.41991304347827,115
cookie (informática),General,Seguros y Coberturas,88.09,14
cooperativa,Hogar,Coberturas y Responsabilidades,61.74307692307692,26
coordinación muscular,Motor,Gestión de Seguros Automovilísticos,73.8,1
copago,Economía,Consultas y Atención al Cliente,59.84657894736842,190
copia de seguridad,Economía,Seguros y Coberturas,68.06,1
copiloto,Motor,Aspectos Legales de la Propiedad Vehicular,53.74,3
corazón,Salud,Medicina Preventiva,64.66142857142857,28
cordón umbilical,Salud,Medicina Preventiva,66.06666666666666,18
corporación,Economía,Seguros y Coberturas,68.592,5
corredor de seguros,Economía,Seguros y Coberturas,70.97,3
correo electrónico,Economía,Consultas y Atención al Cliente,64.50975903614459,166
correo postal,Economía,Impuestos y Deducciones,60.70371428571429,140
correos (españa),Motor,Aspectos Legales de la Propiedad Vehicular,54.99333333333333,3
corriente eléctrica,Hogar,Electrodomésticos y Averías,60.255294117647054,68
corrosión,Hogar,Coberturas y Responsabilidades,62.46346153846154,78
corrupción política,Economía,Aspectos Legales y Normativos,55.67,2
cortacésped,General,Accidentes y Responsabilidades,74.56,1
cortisol,Salud,Salud Digestiva,70.41074074074074,27
cortocircuito,Hogar,Electrodomésticos y Averías,54.57961538461539,78
cosmético,Economía,Seguros y Coberturas,73.3525,4
costas procesales,General,Derechos de Propiedad,57.65866666666667,15
coste,Economía,Aspectos Legales y Normativos,65.59,2
costo de vida,Economía,Seguros y Coberturas,54.595,2
costra (medicina),Salud,Medicina Preventiva,43.38,1
coturnix coturnix,Economía,Seguros y Coberturas,41.38,1
covid-19,General,Accidentes y Responsabilidades,71.804,55
creencia,Economía,Cancelación y Baja de Seguros,60.62844444444444,45
cremación,Economía,Seguros y Coberturas,59.1625,4
crep,Economía,Seguros y Coberturas,71.4,2
criba,Hogar,Alquiler y Derechos del Inquilino,42.17333333333334,3
cribado,Salud,Salud Infantil,32.18857142857143,7
criogenia,Salud,Medicina Preventiva,47.809230769230766,13
criopreservación,Salud,Medicina Preventiva,61.065384615384616,13
criptografía,Economía,Seguros y Coberturas,61.2,1
crisis sanitaria,Salud,Medicina Preventiva,67.25625,8
cristal,Motor,Gestión de Seguros Automovilísticos,58.673033707865166,89
cristo,Economía,Seguros y Coberturas,60.99333333333334,3
cromosoma,Salud,Salud Infantil,48.74333333333333,3
croquis,Motor,Robos y Vandalismo en Vehículos,38.06666666666667,3
cruzadas,Economía,Seguros y Coberturas,64.66666666666667,3
cráneo,Motor,Seguros para Motocicletas y Ciclomotores,39.16,1
crédito,Economía,Seguros y Coberturas,59.49650793650794,189
crédito hipotecario,Economía,Cancelación y Baja de Seguros,76.2755,120
crédito y caución,Economía,Seguros y Coberturas,60.92944444444444,18
css,Economía,Seguros y Coberturas,54.462500000000006,4
cuadro (bicicleta),Motor,Problemas Comunes en Vehículos,74.29666666666667,6
cuarto de baño,Hogar,Alquiler y Derechos del Inquilino,67.5384,25
cuarzo,General,Seguros y Coberturas,58.92666666666667,3
cuatrimoto,Motor,Normativas de Circulación y Licencias,75.54083333333334,12
cubierta (construcción),Hogar,Humedades y Estructuras,75.812,5
cubo de hielo,Hogar,Electrodomésticos y Averías,37.45,2
cuchillo,General,Accidentes y Responsabilidades,52.44,1
cucumis melo,Salud,Trastornos Endocrinos,70.2229315960912,307
cucumis sativus,Salud,Medicina Preventiva,52.56,1
